jd_sentence_text	jd_sent_manual_label_NEW
"Paid Vacation, 12 Paid Holidays, Maternity and Paternity Leave, Education Assistance, Wellness Programs, Corporate Discounts among others"	Benefits
"Syngenta is an Equal Opportunity Employer and does not discriminate in recruitment, hiring, training, promotion or any other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, gender identity, marital or veteran status, disability, or any other legally protected status."	EOE
Family and Medical Leave Act (FMLA)	Benefits
Work Locations: USH-Research Triangle Park Research Triangle Park 3054 Cornwallis Rd Durham 27709	Location_Travel
BS in Computer Science or equivalent experience in an IT field.	Or_Edu_Exp
"Experience with functional, performance and stress testing for both web applications and back end services"	Experience
Experience with statistical reporting and analysis is preferred	Experience
Crest Data Systems is looking for Front End Software Engineer/Developer to join our engineering team in the Bay Area.	Position_Role
"Experience in using design tools such as OmniGraffle, Balsamiq, Aptana"	Experience
"Experience with web front end technologies such as HTML5, CSS3, Webpack, LESS, Bootstrap, React, Angular and jQuery/Dojo/YUI."	Experience
"Experience with cross-browser, cross-platform, and design constraints on the web."	Experience
Experience with working on Agile Software development methodology by using continuous builds & deployments as well as continuous integration.	Experience
You have a Bachelor’s Degree or relevant work experience in the build/automation subject area.	Or_Edu_Exp
"You will work with Scrum Masters, Business Analysts, and Developers to facilitate the flow of continuous development through a secure, stable pipeline"	Responsibility
"Accordingly, US Citizenship or Green Card is required."	Authorization_Clearance
BS degree in CS	Education
ADP is seeking a Lead Front End UI Developer.	Position_Role
"We’ve helped people gain access to more than $14 billion in loans for everything from consolidating credit card debt, making home improvements, and even paying for costly medical expenses."	About_Company
We are seeking a Software Engineer in Test.	Position_Role
Experience with performance and security testing is a plus	Experience
Experience working with globally distributed teams	Experience
"BSCS, BSEE degree or equivalent"	Education
"We offer an excellent compensation and benefits plan, including incentive bonuses, stock options, company-paid health, dental, and vision insurance, paid vacation time, 401(k) with employer-match, fitness reimbursement, commuting reimbursement, and more!"	Benefits
"All aspects of employment including the decision to hire, promote, discipline, or discharge, will be based on merit, competence, performance, and business needs."	EOE
"We do not discriminate on the basis of race, color, religion, marital status, age, national origin, ancestry, physical or mental disability, medical condition, pregnancy, genetic information, gender, sexual orientation, gender identity or expression, veteran status, or any other status protected under federal, state, or local law, including the San Francisco Fair Chance Ordinance."	EOE
